,ID,Household income,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Shortest distance,Height diff,LULC,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
109,110,75000,1,4,107,74,32,330,380,0,0,0,0,360,183.35,1,7,1,0,0,0,1,0,1,0,0,1,0,0,395.87185459300207
110,111,85000,1,6,107,74,52,165,210,0,0,0,0,300,226.74,2,7,1,0,0,0,1,0,1,0,1,0,0,0,306.5330423128137
111,112,85000,1,4,107,74,42,240,290,0,0,0,0,280,283.47,1,7,1,0,0,0,1,0,1,0,1,0,0,0,314.1986270572926
112,113,85000,1,3,107,74,25,360,410,0,0,0,0,300,261.69,2,7,1,0,0,0,1,0,1,0,0,1,0,0,391.17902601788256
113,114,85000,1,4,107,74,25,405,450,0,0,0,0,440,118.68,2,7,1,0,0,1,0,0,0,1,0,1,0,0,473.26816599150413
114,115,85000,1,5,107,74,22,450,500,0,0,0,0,600,33.53,1,7,1,0,0,0,1,0,0,1,1,0,0,0,578.879646495883
115,116,85000,1,5,107,74,52,210,260,0,0,0,0,300,142.44,2,7,1,0,0,0,1,0,0,1,1,0,0,0,318.1408707545161
116,117,85000,1,4,107,74,35,220,270,0,0,0,0,400,81.5,0,7,1,0,0,1,0,0,1,0,0,1,0,0,360.61316860586805
117,118,85000,1,5,107,74,32,285,330,0,0,0,0,400,88.28,2,7,1,0,0,1,0,0,1,0,0,1,0,0,412.9956144921687
118,119,100000,1,3,107,74,25,180,230,0,0,0,0,300,199.4,5,7,1,0,0,0,1,0,1,0,0,1,0,0,312.89201207561115
119,120,80000,1,6,107,74,52,165,210,0,0,0,0,300,172.0,7,7,1,0,0,0,1,0,1,0,0,1,0,0,299.4503359002996
120,121,40000,1,4,107,74,35,285,330,0,0,0,0,320,147.49,3,7,0,1,0,0,1,0,0,1,1,0,0,0,282.50490960231485
121,122,50000,1,4,107,74,25,360,410,0,0,0,0,400,57.01,1,7,1,0,0,0,1,0,0,1,1,0,0,0,393.24076726355094
122,123,100000,1,3,107,74,13,480,300,0,0,0,0,390,56.75,2,7,1,0,0,1,0,0,1,0,0,1,0,0,451.30891501271174
123,124,100000,1,4,107,74,35,220,270,0,0,0,0,320,145.91,8,7,1,0,0,0,1,0,0,1,0,1,0,0,344.85862207838744
124,125,40000,1,4,107,74,22,405,450,0,0,0,0,440,55.01,1,7,1,0,0,0,1,0,1,0,0,1,0,0,425.2919207646038
125,126,100000,1,3,107,74,13,350,400,0,0,0,0,390,88.62,4,7,1,0,0,1,0,0,1,0,0,1,0,0,449.57820189744064
126,127,60000,1,3,107,74,13,480,300,0,0,0,0,390,97.74,3,7,1,0,0,1,0,0,0,1,0,1,0,0,379.0147950527447
127,128,40000,1,4,107,74,22,450,500,0,0,0,0,480,32.02,1,7,1,0,0,1,0,0,1,0,1,0,0,0,451.80695938035245
128,129,95000,1,6,107,74,42,240,290,0,0,0,0,420,79.88,0,7,1,0,0,1,0,0,0,1,0,1,0,0,420.7060214546848
129,130,45000,1,3,107,74,13,480,300,0,0,0,1,390,95.52,4,7,1,0,0,0,1,0,1,0,0,1,0,0,392.56512788942365
130,131,85000,1,4,107,74,25,405,450,0,0,0,0,440,56.01,1,7,1,0,0,1,0,0,0,1,0,1,0,0,481.18632723514776
131,132,60000,1,3,107,74,22,450,500,0,0,0,0,360,94.37,1,7,1,0,0,0,1,0,1,0,1,0,0,0,433.64879939747254
132,133,75000,1,4,107,74,15,480,300,0,0,0,0,520,23.85,1,7,1,0,0,0,1,0,0,1,0,1,0,0,474.64126967010577
133,134,80000,1,4,107,74,25,300,350,0,0,0,0,440,74.17,1,7,1,0,0,1,0,0,1,0,0,1,0,0,418.2727330597837
134,135,95000,1,6,107,74,42,240,290,0,0,0,0,420,79.2,1,7,1,0,0,1,0,0,0,1,1,0,0,0,413.2726844106419
135,136,95000,1,6,107,74,32,330,380,0,0,0,0,540,30.59,1,7,1,0,0,0,1,0,1,0,0,1,0,0,529.6462031044045
136,137,95000,1,4,107,74,22,450,500,0,0,0,0,480,67.08,2,7,1,0,0,1,0,0,1,0,1,0,0,0,533.7129366209831
137,138,95000,1,5,107,74,32,230,280,0,0,0,0,450,69.35,2,7,1,0,0,0,1,0,0,1,0,1,0,0,419.91557558017894
138,139,95000,1,3,107,74,5,600,450,0,0,0,0,480,49.48,1,7,1,0,0,0,1,0,1,0,0,1,0,0,565.7955485212655
139,140,95000,1,3,107,74,5,480,300,0,0,0,0,480,45.88,0,7,1,0,0,0,1,0,0,1,1,0,0,0,480.60990015840434
140,141,95000,1,4,107,74,25,360,410,0,0,0,0,400,93.91,3,7,1,0,0,1,0,0,0,1,1,0,0,0,449.4483402461795
141,142,75000,1,6,107,74,25,280,330,0,0,0,0,600,10.77,0,7,1,0,0,0,1,0,0,1,0,1,0,0,493.7203862817929
142,143,95000,1,6,107,74,35,285,330,0,0,0,0,480,60.44,2,7,1,0,0,0,1,0,0,1,0,1,0,0,474.5012096559848
143,144,60000,1,3,107,74,5,720,380,0,0,0,0,570,35.44,1,7,1,0,0,1,0,0,1,0,0,1,0,0,532.2178486159272
144,145,75000,1,4,107,74,22,450,500,0,0,0,0,480,59.51,0,7,1,0,0,1,0,0,1,0,0,1,0,0,512.7989996214674
145,146,40000,1,4,107,74,25,180,230,0,0,0,0,400,99.76,1,7,1,0,0,0,1,0,1,0,0,1,0,0,282.7357067209821
146,147,65000,1,5,107,74,35,285,330,0,0,0,0,400,89.47,2,7,1,0,0,0,1,0,0,1,0,1,0,0,383.54321794676684
147,148,85000,1,6,107,74,35,300,350,0,0,0,0,480,57.71,1,7,1,0,0,1,0,0,1,0,1,0,0,0,461.38475247061837
148,149,40000,1,4,107,74,62,120,170,0,0,0,0,160,229.59,8,7,1,0,0,0,1,0,1,0,1,0,0,0,113.9822400685681
149,150,45000,1,3,107,74,5,645,400,0,0,0,0,510,36.36,1,7,1,0,0,1,0,0,1,0,0,1,0,0,481.8998932486236
150,151,65000,1,5,107,74,35,285,330,0,0,0,0,400,129.4,5,7,1,0,0,0,1,0,0,1,0,1,0,0,374.297892719282
151,152,40000,1,4,107,74,32,360,410,0,0,0,0,400,121.5,4,7,1,0,0,0,1,0,0,1,1,0,0,0,359.97866103142667
152,153,40000,1,6,107,74,42,210,260,0,0,0,0,360,177.72,4,7,1,0,0,0,1,0,0,1,0,1,0,0,292.9552371073105
153,154,40000,1,5,107,74,132,380,430,0,0,0,0,100,230.65,7,7,1,0,0,0,1,0,0,1,0,1,0,0,196.48777320403468
154,155,40000,1,4,107,74,92,210,260,0,0,0,0,120,294.54,6,7,1,0,0,0,1,0,0,1,1,0,0,0,118.14474373961758
155,156,40000,1,4,107,74,92,210,260,0,0,0,0,120,178.72,2,7,1,0,0,0,1,0,1,0,1,0,0,0,139.98823105059506
156,157,40000,1,5,107,74,132,380,430,0,0,0,0,100,196.02,9,7,1,0,0,0,1,0,1,0,1,0,0,0,193.8260486655059
157,158,90000,1,6,107,74,122,210,260,0,0,0,0,60,224.45,11,7,1,0,0,0,1,0,0,1,1,0,0,0,184.12152951691823
158,159,105000,1,6,107,74,113,180,230,0,0,0,0,120,215.2,11,7,1,0,0,0,1,0,0,1,1,0,0,0,217.47179307398505
159,160,70000,1,5,107,74,113,210,260,0,0,0,0,100,210.11,5,7,1,0,0,0,1,0,1,0,1,0,0,0,171.03038568941233
160,161,70000,1,3,107,74,92,210,260,0,0,0,0,90,250.91,6,7,1,0,0,0,1,0,0,1,1,0,0,0,141.9836671512714
161,162,70000,1,5,107,74,122,180,230,0,0,0,0,50,332.63,7,7,1,0,0,0,1,0,0,1,0,1,0,0,118.4410353784848
162,163,70000,1,6,107,74,122,210,260,0,0,0,0,60,389.28,1,7,1,0,0,0,1,0,1,0,0,1,0,0,168.09109268791295
163,164,70000,1,3,107,74,132,370,420,0,0,0,0,60,448.99,3,7,1,0,0,0,1,0,0,1,1,0,0,0,172.79773769571955
164,165,105000,1,4,107,74,132,210,260,0,0,0,0,80,338.76,10,7,1,0,0,0,1,0,0,1,0,1,0,0,163.5572772642648
165,166,40000,1,4,107,74,132,210,260,0,0,0,0,80,305.81,18,7,1,0,0,0,1,0,0,1,0,1,0,0,48.21198863534215
166,167,100000,1,3,107,74,92,320,370,0,0,0,0,90,308.01,18,7,1,0,0,0,1,0,1,0,1,0,0,0,226.6987484219797
167,168,40000,1,4,107,74,132,210,260,0,0,0,0,80,400.05,22,7,1,0,0,0,1,0,1,0,1,0,0,0,30.484422124022956
168,169,50000,1,4,107,74,132,140,190,0,0,0,0,80,420.33,23,7,1,0,0,0,1,0,1,0,1,0,0,0,3.0647443451022127
169,170,55000,1,3,107,74,92,210,260,0,0,0,0,90,378.8,18,7,1,0,0,0,1,0,0,1,0,1,0,0,89.59384716480562
170,171,70000,1,5,107,74,122,210,260,0,0,0,0,50,426.9,11,7,1,0,0,0,1,0,1,0,1,0,0,0,117.85650446720697
171,172,50000,1,4,107,74,132,180,230,0,0,0,0,80,473.33,10,7,1,0,0,0,1,0,0,1,1,0,0,0,42.99630973607128
172,173,80000,1,4,107,74,132,210,260,0,0,0,0,80,531.51,18,7,1,0,0,0,1,0,0,1,0,1,0,0,92.03933518635233
173,174,80000,1,5,107,74,132,210,260,0,0,0,0,50,527.39,16,7,1,0,0,0,1,0,1,0,1,0,0,0,105.15042795578464
174,175,80000,1,6,107,74,122,190,240,0,0,0,0,60,463.04,4,7,1,0,0,0,1,0,0,1,1,0,0,0,151.0282563567415
175,176,80000,1,3,107,74,132,210,260,0,0,0,0,60,488.07,26,7,1,0,0,0,1,0,1,0,0,1,0,0,59.40646919780539
176,177,80000,1,4,107,74,120,210,260,0,0,0,0,80,474.22,15,7,1,0,0,0,1,0,0,1,0,1,0,0,115.04716528540226
177,178,80000,1,4,107,74,120,400,450,0,0,0,0,80,469.3,24,7,1,0,0,0,1,0,0,1,1,0,0,0,199.1068708223995
178,179,80000,1,5,107,74,130,210,260,0,0,0,0,50,470.34,17,7,1,0,0,0,1,0,1,0,0,1,0,0,115.93862200148365
179,180,80000,1,3,107,74,50,120,170,0,0,0,0,120,405.81,9,7,1,0,0,0,1,0,1,0,1,0,0,0,142.72375707184605
180,181,80000,1,4,107,74,90,280,330,0,0,0,0,120,379.33,16,7,1,0,0,0,1,0,1,0,1,0,0,0,200.28713045012756
181,182,50000,1,4,107,74,90,120,170,0,0,0,0,120,323.36,12,7,1,0,0,0,1,0,0,1,0,1,0,0,77.35649187017378
182,183,60000,1,3,107,74,90,120,170,0,0,0,0,90,373.55,9,7,1,0,0,0,1,0,1,0,1,0,0,0,65.65592498284138
183,184,50000,1,4,107,74,55,165,210,0,0,0,0,200,268.75,9,7,1,0,0,0,1,0,1,0,0,1,0,0,173.11926381310332
184,185,70000,1,5,107,74,130,380,430,0,0,0,0,100,342.38,2,7,1,0,0,1,0,0,1,0,0,1,0,0,242.8478846969656
185,186,95000,1,5,107,74,130,165,210,0,0,0,0,100,297.26,6,7,1,0,0,1,0,0,1,0,0,1,0,0,155.25097207854913
186,187,95000,1,6,107,74,130,120,170,0,0,0,1,120,231.68,8,7,1,0,0,0,1,0,0,1,0,1,0,0,188.8117066342391
