ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Shortest distance,Height diff,LULC
1148,female,75000,delivered,1,4,107,76,37,285,often,good,330,0,0,0,0,320,298.38,6,7
1149,female,55000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,240,273.59,5,7
1150,male,90000,delivered,1,6,107,76,17,405,not_often,good,450,0,0,0,0,660,99.14,4,7
1151,male,40000,delivered,1,4,107,76,62,120,not_often,fair,170,0,0,0,0,160,30.81,1,7
1152,female,40000,delivered,1,4,107,76,72,120,often,fair,170,0,0,0,0,160,191.67,7,7
1153,female,75000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,320,142.59,3,7
1154,female,105000,carried,1,6,107,76,32,330,often,fair,380,0,0,0,0,540,63.2,1,7
1155,male,105000,delivered,1,6,107,76,72,210,not_often,fair,260,0,0,0,0,360,110.28,2,7
1156,female,105000,delivered,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,240,158.9,3,7
1157,female,105000,delivered,1,4,107,76,62,120,often,good,170,0,0,0,0,160,297.2,7,7
1158,female,105000,carried,1,6,107,76,17,405,often,fair,450,0,0,0,0,660,32.89,2,7
1159,female,65000,carried,1,5,107,76,42,165,not_often,good,210,0,0,0,0,250,147.27,6,7
1160,female,65000,delivered,1,5,107,76,42,165,not_often,fair,210,0,0,0,0,250,88.64,3,7
1161,female,90000,delivered,1,6,107,76,17,405,not_often,fair,450,0,0,0,0,660,173.22,4,7
1162,female,90000,delivered,1,6,107,76,17,200,often,good,250,0,0,0,0,600,112.93,0,7
1163,female,90000,delivered,1,6,107,76,17,360,often,good,410,0,0,0,0,600,216.12,4,7
1164,female,90000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,240,273.34,4,7
1165,female,90000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,320,228.18,7,7
1166,female,90000,delivered,1,3,107,76,42,285,not_often,good,330,0,0,0,0,240,354.73,8,7
1167,female,80000,carried,1,4,107,76,32,285,often,good,330,0,0,0,0,320,34.06,1,7
1168,female,100000,delivered,1,6,107,76,122,285,not_often,fair,330,0,0,0,0,120,44.42,3,7
1169,female,100000,carried,1,6,107,76,17,250,not_often,good,300,0,0,0,0,600,85.09,2,7
1170,female,55000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,240,60.34,0,7
1171,female,60000,delivered,1,3,107,76,42,285,often,fair,330,0,0,0,0,240,170.84,1,7
1172,female,75000,carried,1,4,107,76,32,180,often,fair,230,0,0,0,0,320,36.07,1,7
1173,female,80000,carried,1,4,107,76,32,285,often,fair,330,0,0,0,0,320,51.11,3,7
1174,female,80000,carried,1,5,107,76,42,165,not_often,fair,210,0,0,0,0,250,33.24,2,7
1175,female,80000,delivered,1,4,107,76,72,200,often,good,250,0,0,0,0,160,106.79,1,7
1176,female,80000,delivered,1,6,107,76,122,120,often,fair,170,0,0,0,0,120,173.18,4,7
1177,female,80000,delivered,1,4,107,76,32,285,not_often,fair,330,0,0,0,0,320,137.3,0,7
1178,female,80000,delivered,1,3,107,76,42,285,often,fair,330,0,0,0,0,240,200.8,4,7
1179,female,75000,delivered,1,4,107,76,72,120,not_often,good,170,0,0,0,0,160,155.54,0,7
1180,female,50000,delivered,1,4,107,76,72,300,not_often,good,350,0,0,0,0,160,189.91,1,7
1181,female,65000,delivered,1,5,107,76,42,165,often,fair,210,0,0,0,0,250,185.53,1,7
1182,female,45000,delivered,1,5,107,76,17,450,often,fair,500,0,0,0,0,600,254.1,2,7
1183,female,45000,carried,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,240,75.58,3,7
1184,female,85000,delivered,1,6,107,76,17,360,often,fair,410,0,0,0,0,600,109.86,3,7
1185,female,50000,delivered,1,4,107,76,72,120,not_often,poor,170,0,0,0,0,160,177.79,0,7
1186,female,100000,delivered,1,6,107,76,47,210,often,good,260,0,0,0,0,360,165,2,7
1187,female,100000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,320,224.51,5,7
1188,male,100000,delivered,1,6,107,76,22,360,not_often,good,410,0,0,0,0,600,207.48,5,7
1189,female,100000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,320,128.13,4,7
1190,male,100000,delivered,1,5,107,76,42,165,often,fair,210,0,0,0,0,250,118.15,7,7
1191,female,100000,delivered,1,5,107,76,42,165,often,good,210,0,0,0,0,250,65.73,0,7
1192,male,100000,carried,1,4,107,76,32,285,not_often,good,330,0,0,0,0,320,91.39,2,7
1193,male,100000,delivered,1,4,107,76,7,570,not_often,fair,280,0,0,0,0,600,112.29,5,7
1194,male,45000,well,1,5,107,76,42,165,often,fair,210,0,0,0,0,250,173.97,1,7
1195,female,45000,delivered,1,6,107,76,72,120,not_often,good,170,0,0,0,0,240,222.1,1,7
1196,female,70000,delivered,1,5,107,76,92,120,often,fair,170,0,0,0,0,150,155.08,2,7
1197,male,90000,carried,1,6,107,76,22,360,not_often,fair,410,0,0,0,0,600,86.58,5,7
1198,female,65000,carried,1,5,107,76,72,165,often,fair,210,0,0,0,0,250,87.48,0,7
1199,male,105000,delivered,1,6,107,76,22,360,not_often,good,410,0,0,0,0,600,70.6,2,7
1200,female,100000,carried,1,6,107,76,72,360,not_often,good,410,0,0,0,0,120,144.62,2,7
